,Category,Channel Id,Channel Title,Comments Count,Dislikes Count,Duration,Likes Count,Published Day,Published Month,Published Time,Published Week,Tags,Video Description,Video Id,Video Title,Views
117,25,UCarzUBvpT1sqDxLK9Rr4v6Q,UNBLOGD,1467,95,180.0,5204,2018-12-10,2018-12,Mon 13,2018-12 49,"['zensur', 'meinungsfreiheit', 'libertär', 'libertarismus', 'politik', 'konservativ', 'nachrichten', 'freie medien', 'alternative medien', 'steuern', 'steuern sind raub', 'propaganda', 'massenmigration', 'migration', 'frankreich', 'gilets jaunes', 'gelbwesten', 'macron', 'migrationspakt', 'un', 'vereinte nationen', 'merkel', 'merkelmussweg', 'flüchtlinge', 'flyer', 'deutschland']","Mein Zweit-Kanal: https://bit.ly/unblogd-miro
Migrationspakt angenommen: http://bit.ly/2Ux8sIE
Merkel zum Pakt: http://bit.ly/2G9r52f
""Flüchtlings-"" Flyer: http://bit.ly/2C31m7z

#Gelbwesten #Migrationspakt #Merkelmussweg

Wenn Dir meine Arbeit gefällt, lass' doch 'nen Groschen da - DANKE!
* U.a. unterstützt durch Affiliate Links

SPENDE
Jeder Groschen zählt! Du machst meine Arbeit möglich!
Paypal: https://paypal.me/unblogd
Patreon: https://patreon.com/unblogd
Kryptos: http://bit.ly/unblogd-kryptos

AMAZON (kostenlos für Dich!)
Als Lesezeichen speichern: https://amzn.to/2sRs9xR

UNABHÄNGIGE MAGAZINE
""Wo alle einer Meinung sind, wird meistens gelogen."" Investigativer Journalismus oder Kontrakultur- Magazine fern ab vom Mainstream!
Express Zeitung: http://bit.ly/express-unblogd
Arcadi: http://bit.ly/arcadi-unblogd
Cryptospace: http://bit.ly/cryptospace-unblogd

GLOBAL CITIZEN EXPLORER
Du interessierst Dich fürs Auswandern? Du willst unabhängiger und freier leben? Du hast keinen Bock auf Scam, sondern willst Infos von authentischen Menschen?
Einzelne Ausgabe: http://bit.ly/gcexplorer1
Jahresabo: http://bit.ly/gcexplorer


BITCOIN KREDITKARTE BESTELLEN
Wirex: https://wirexapp.com/r/unblogd


SOCIAL MEDIA

Facebook: https://fb.me/unblogd.miro
Telegram: https://t.me/unblogd
Instagram: https://instagram.com/unblogd
VK: https://vk.com/unblogd
Bitchute: https://www.bitchute.com/channel/UNBLOGD/
Podcast: http://bit.ly/unblogdpodcast


EQUIPMENT

Kamera: https://amzn.to/2jFJxkJ
Licht: https://amzn.to/2RMrt83
Webcam: https://amzn.to/2KMveYa
Mikrofon: http://amzn.to/2kJNV4r
Audiorecorder: http://amzn.to/2jZyBRB",sxhD0OjB4HM,Der UNtergang: Migrationspakt angenommen,51743
118,25,UCO2ikjgXF6tVqaiwZeDDltw,Unzensuriert.at,88,4,282.0,459,2018-12-10,2018-12,Mon 12,2018-12 49,['unmigrationspakt'],Exklusivinterview mit dem Bundestagsabgeordneten Martin Hebner (AfD)  zum UN-Migrationspakt am Vorabend der Entscheidung in Marrakesch.,wi3iWlhqj4E,Interview mit Martin Hebner (AfD) zum UN-Migrationspakt,10806
119,25,UC5NOEUbkLheQcaaRldYW5GA,tagesschau,603,363,90.0,100,2018-12-10,2018-12,Mon 12,2018-12 49,"['unmigrationspakt', 'marrakesch', 'flüchtlinge', 'migranten', 'migration', 'vereinte nationen', 'marokko']","In Marrakesch haben 164 Staaten den umstrittenen UN-Migrationspakt offiziell verabschiedet. Das teilte Nasser Bourita, Präsident der UN-Konferenz mit. Es ist das erste Abkommen, das globale Richtlinien für die internationale Migrationspolitik festlegt.

An den Verhandlungen über den Pakt waren insgesamt 192 Staaten beteiligt gewesen. Doch nicht alle stellten sich letztendlich hinter die Leitlinien. 28 Länder - darunter die USA, Österreich und Ungarn - lehnten den Pakt ab. Ein Video von Stefan Schaaf.
https://www.tagesschau.de/ausland/un-migrationspakt-127.html",iSecmYJkPgM,Umstrittener UN-Migrationspakt verabschiedet,10192
120,25,UChW5mlXnOuSS9k3QUHFXKaw,MICHAEL KUHR,229,57,159.0,804,2018-12-10,2018-12,Mon 11,2018-12 49,"['un migrationspakt', 'migrationspakt', 'flüchtlinge', 'migranten', 'marrakesch', 'michael kuhr', 'berlin']","UN-Migrationspakt | Vorsorgeuntersuchung | Michael Mike Kuhr Security muss etwas ruhiger treten! 
Heute war ich bei meiner Vorsorgeuntersuchung und ich muss definitiv etwas ruhiger treten!
Die Colitis ulcerosa nimmt Fahrt auf....🧐
Der UN-Migrationspakt ruiniert nicht nur Deutschland, auch meine Gesundheit leidet bei so viel politischen Staatsversagen! ☹️

Kluge Köpfe wie Henryk M. Broder, Stefan Aust, Heinz Buschkowsky, Thilo Sarrazin und ALLE Sicherheitsexperten die ich persönlich kenne, finden den UN-Pakt sehr fragwürdig, auch deshalb weil wir nicht die besten Erfahrungen mit der Integration gesammelt haben.

Bis heute haben wir keine Lösungen für die hier bereits eingereisten Migranten. Deutschland ist hoffnungslos bei der Integration überfordert und dann sollen auch noch mehr Migranten kommen. Das kann nur im Chaos enden.....😡

#Migrationspakt #GlobalCompactForMigration #Deutschland",ISOQEWuUXxs,UN-Migrationspakt | Vorsorgeuntersuchung | Michael Mike Kuhr Security muss etwas ruhiger treten!,21443
121,25,UCSeil5V81-mEGB1-VNR7YEA,ntv Nachrichten,40,411,559.0,23,2018-12-10,2018-12,Mon 10,2018-12 49,"['migrationspakt', 'merkel', 'cdu', 'marrakesch', 'unmigrationspakt']","Um kaum ein UN-Projekt hat es zuletzt soviel Streit gegeben wie um den Migrationspakt. Eine Konferenz in Marrakesch nimmt nun die ersten globalen Leitlinien zur besseren Bewältigung der weltweiten Migration an. Rechtlich bindend ist der Pakt nicht.
Mehr Infos: www.n-tv.de/20763919",WfpQpKCkIg0,Live: Merkel spricht in Marrakesch zum Migrationspakt,8171
122,25,UCZMsvbAhhRblVGXmEXW8TSA,WELT,0,617,719.0,103,2018-12-10,2018-12,Mon 10,2018-12 49,"['2018', 'welt', 'n24', 'nachrichten', 'news', 'video', 'tv', 'fernsehsender', 'marokko', 'marrakesch', 'unmigrationspakt', 'kanzlerin merkel', 'angela merkel', 'rede', 'grundsatzrede', 'migrationspolitik', 'politik', 'deutschland', 'annahme', 'migration', 'grenzschutz', 'zurückweisung', 'frontex']","Angela Merkel ist eines der bekanntesten Gesichter bei der Verabschiedung des umstrittenen UN-Migrationspaktes. Ein Zeichen, wie wichtig ihr die historische Vereinbarung ist. Die hitzigen Debatten dürften trotzdem weitergehen - oder gerade deshalb.

Merkel will mit ihrer Reise nach Marrakesch unterstreichen, wie wichtig der Pakt aus Sicht der Bundesregierung ist - zumal Deutschland ein wichtiges Zielland für Migranten ist und ein Interesse an der Bekämpfung illegaler Einreisen hat. Dass es der Staatengemeinschaft zum ersten Mal gelungen ist, sich auf einen Pakt für Migration zu verständigen, wird von der Kanzlerin als Riesenfortschritt gesehen.

In eigener Sache: Wegen des hohen Aufkommens unsachlicher und beleidigender Beiträge können wir zurzeit keine Kommentare mehr zulassen. 

Danke für Eurer Verständnis - das WELT-Team


Die WELT Nachrichten-Livestream http://bit.ly/2fwuMPg

Die Top-Nachrichten auf WELT.de https://www.welt.de/
Die Mediathek auf WELT.de https://www.welt.de/mediathek/
Besuche uns bei Facebook https://www.facebook.com/welt/
Folge uns auf Twitter https://twitter.com/welt
Besuche uns auf Instagram https://www.instagram.com/welt/

Video 2018 erstellt

Help us caption & translate this video!

https://amara.org/v/meYI/",J1K9vwI9Af8,UN-MIGRATIONSPAKT: Kanzlerin Merkel hält Grundsatzrede in Marrakesch,18745
123,25,UCyQpfuhftLvrmjxgEzVH78Q,OE24.TV,1,0,56.0,9,2018-12-10,2018-12,Mon 09,2018-12 49,"['österreich', 'news', 'oe24', 'oe24tv', 'aktuell', 'nachrichten', 'society', 'kultur', 'politik', 'tagesthemen', 'wien']",,VPAhAwU-AzQ,EU: Uneinigkeit über Migrationspakt,255
124,25,UCZMsvbAhhRblVGXmEXW8TSA,WELT,0,210,116.0,32,2018-12-10,2018-12,Mon 09,2018-12 49,"['2018', 'welt', 'n24', 'nachrichten', 'news', 'video', 'tv', 'fernsehsender', 'marokko', 'marrakesch', 'unmigrationspakt', 'unterschrift', 'kanzlerin merkel', 'migration', 'migranten', 'illegale', 'vertreter', 'gegner', 'streit', 'usa', 'ungarn', 'österreich', 'polen', 'afrika', 'arabien', 'musline', 'grenzschutz', 'abschiebungen', 'zurückweisungen', 'angela merkel']","Der UN-Migrationspakt wird in Marrakesch besiegelt. Er soll reguläre Migration erleichtern und illegale Migration reduzieren. Die Kritik an dem Pakt ist groß, dennoch unterschreiben ihn Vertreter aus mehr als 150 Ländern.

In eigener Sache: Wegen des hohen Aufkommens unsachlicher und beleidigender Beiträge können wir zurzeit keine Kommentare mehr zulassen. 

Danke für Eurer Verständnis - das WELT-Team


Die WELT Nachrichten-Livestream http://bit.ly/2fwuMPg

Die Top-Nachrichten auf WELT.de https://www.welt.de/
Die Mediathek auf WELT.de https://www.welt.de/mediathek/
Besuche uns bei Facebook https://www.facebook.com/welt/
Folge uns auf Twitter https://twitter.com/welt
Besuche uns auf Instagram https://www.instagram.com/welt/

Video 2018 erstellt

Help us caption & translate this video!

https://amara.org/v/myOK/",qru-ohETZrk,HOCH UMSTRITTEN: UN-Migrationspakt wird unterzeichnet,4111
125,24,UCg6BqVMV7u40Xd-jao5rLaw,PoshGeek,36,6,199.0,247,2018-12-10,2018-12,Mon 01,2018-12 49,"['eugen abler', 'unmigrationspakt', 'souveränität', 'muslimischen flüchtlinge', 'angela merkel', 'un migrationspakt', 'global compact for migration', 'unmigrationspakt text', 'unmigrationspakt bundestag', 'un migrationspakt meuthen', 'souveränität deutschland schäuble', 'souveränität deutschland merkel', 'un migrationspakt bundestag', 'un migrationspakt afd', 'un migration pact deutsch', 'un migrationspakt erklärt', 'un migrationspakt demo', 'un migrationspakt youtube', 'posh geek', 'angela merkel resigns']","CDU-Politiker Eugen Abler rechnete am Freitag auf dem Bundesparteitag der CDU in Hamburg mit Merkels Politik ab.

KANAL ABONNIEREN: https://goo.gl/J9mrkj

Er warnte vor Deutschlands Zustimmung zum UN-Migrationspakt. Sollte Merkel den Vertrag ratifizieren, begehe sie Landesverat. Für seine Rede erhielt er breites Kopfschütteln von den Merkelgläubigen.

QUELLE:
https://www.journalistenwatch.com/2018/12/08/cdu-delegierter-unterschreiben/",vvBet3QLLKY,Migrationspakt ist Landesverrat CDU Politiker Eugen Abler,2487
126,25,UCwoH0K5HIopcf7zCkSZ3tqA,ANTIZENSURKOALITION,9,8,572.0,91,2018-12-09,2018-12,Sun 20,2018-12 49,"['antizensurkoalition', 'azk', 'no censorship', 'ivo sasek', 'truth', 'justice', 'joschua sasek', 'migrationspakt']","https://www.anti-zensur.info/azk16/

► Der siebte Sohn von “Sasek dem Schrecklichen“ präsentiert in diesem Beitrag eindeutig zweideutig einen satirisch lustigen Crashkurs zum Thema UN-Migrationspakt. Was bedeutet schon wieder Integration, was Migration und was ist eigentlich Demokratie?

Immer auf dem Laufenden bleiben per E-Mail:
https://www.anti-zensur.info/newsletter

AZK ist auch auf Twitter! Für Infos und News rund um die Veranstaltungen und Referate heute noch folgen: https://twitter.com/AntiZensur

#AZK #JoschuaSasek #Satire",31qgESQPxeY,"16. AZK: Joschua Sasek: ""Eindeutig – zweideutig: Crash-Kurs zum UN-Migrationspakt""",2337
127,25,UClO1l0P58Hi0Al3v8vRWmGw,klagemauerTV,83,8,295.0,599,2018-12-09,2018-12,Sun 20,2018-12 49,"['medien', 'unzensiert', 'berichterstattung', 'klatv', 'nachrichten', 'antizensur', 'petition', 'migrationspakt', 'cdu', 'abstimmung', 'regierung', 'politik', 'deutschland', 'partei']","Wie kann es sein, dass der Deutsche Bundestag mit großer Mehrheit für die Unterzeichnung des Migrationspaktes stimmt, obschon Hunderttausende ihre Bedenken in 56 Petitionen klar zum Ausdruck brachten? Ganz einfach: Wo Vordenker manipulativ am Werk sind, erübrigt sich scheinbar alles Nachdenken.

✓ https://www.kla.tv/13485

▬▬▬▬ Über diesen Kanal ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬ 
Klagemauer TV - Die anderen Nachrichten ... 
frei - unabhängig - unzensiert ...
↪ was die Medien nicht verschweigen sollten ... 
↪ wenig Gehörtes vom Volk, für das Volk ... 
↪ tägliche News ab 19:45 Uhr auf https://www.kla.tv/ 
… und ein wenig später auch hier auf YouTube. 

Dranbleiben lohnt sich! 

Wöchentliche News erhalten per E-Mail: 
https://www.kla.tv/news   

▬▬▬▬ SICHERHEITS-HINWEIS ▬▬▬▬▬▬▬▬▬▬▬▬▬▬ 
Solange wir nicht gemäss der Interessen und Ideologien des 
Westens berichten, müssen wir jederzeit damit rechnen, 
dass YouTube weitere Vorwände sucht, um uns zu sperren.

Vernetzen Sie sich darum heute noch internetunabhängig! 
Klicken Sie hier: https://www.kla.tv/vernetzung

Sie wollen informiert bleiben, auch wenn der YouTube-Kanal 
von klagemauer.tv aufgrund weiterer Sperrmassnahmen 
nicht mehr existiert? Dann verpassen Sie keine Neuigkeiten
und abonnieren Sie unseren kostenfreien Newsletter: 
https://www.kla.tv/news

▬▬▬▬ QUELLEN / LINKS ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

Redaktion: hm
- https://jungefreiheit.de/politik/deutschland/2018/bundestag-veroeffentlicht-petition-gegen-un-migrationspakt/
- https://sciencefiles.org/2018/11/01/abstimmung-soll-deutschland-den-un-migrationspakt-unterzeichnen/
- https://juergenfritz.com/2018/11/05/abstimmung-migrationspakt/
- https://philosophia-perennis.com/2018/11/27/un-migrationspakt-zusatzpapier-der-bundesregierung-soll-kritiker-ruhigstellen/

▬▬▬▬ Tags / Schlagworte ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
#KlaTV #nachrichten #unzensiert
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬",2jAqi-T2NHU,Migrationspakt – gezielte Falschinformation der CDU | 09.12.2018 | www.kla.tv/13485,7970
128,1,UCSuN2_Y9JV1ha0tRNHuHkqQ,Political Channel,138,13,937.0,1016,2018-12-09,2018-12,Sun 18,2018-12 49,"['spd', 'eu', 'google', 'youtube', 'merkel', 'usa', 'trump']","► Mein eBook: https://www.thalia.de/shop/home/verknuepfung/ID140584060.html
►  Ausweichkanal: https://www.youtube.com/channel/UCr_iZYjSNU2QEjMVJ0-K8NA
►  Facebook-Seite: https://www.facebook.com/Political-Channel-734810966712783/
►  Meine Homepage: https://www.marcgardemann.com/

Unterstütze freien Journalismus: 
Name: Marc Gardemann 
IBAN: DE52 3905 0000 1070 1587 44 
BIC: AACSDE33XXX 
Bank: Sparkasse Aachen 
Verwendungszweck: Freiwillige Zuwendung 

Oder via PayPal: https://www.paypal.me/MarcGardemann

Folgende Quellen wurden im Video verwendet:
https://www.derwesten.de/politik/cdu-friedrich-merz-annegret-kramp-karrenbauer-ziemiak-id215951953.html
http://www.spiegel.de/politik/deutschland/duesseldorf-und-hannover-tausende-demonstrieren-gegen-landespolizeigesetze-a-1242703.html
http://www.spiegel.de/politik/ausland/belgiens-regierungskoalition-zerbricht-am-uno-migrationspakt-a-1242752.html
http://www.spiegel.de/politik/ausland/gelbwesten-proteste-in-frankreich-1723-festnahmen-264-verletzte-a-1242737.html
https://www.journalistenwatch.com/2018/12/09/knallhart-marine-pen/
https://www.journalistenwatch.com/2018/12/09/schweigeminute-salvini-italiener/",yLGi6AG_lLk,"CDU und AKK, UNO Migrationspakt, Gelbwesten, Italien u.a.",11369
129,25,UCACdxU3VrJIJc7ujxtHWs1w,euronews (deutsch),13,6,78.0,61,2018-12-09,2018-12,Sun 17,2018-12 49,"['welt', 'nachrichten']","In Brüssel wollen die Minister der N-VA aus Protest gegen den UN-Migrationspakt aus der Regierung ausscheiden.…
LESEN SIE MEHR : http://de.euronews.com/2018/12/09/streit-um-migrationspakt-in-belgien-flamische-nationalisten-wollen-regierung-verlassen

euronews: der meistgesehene Nachrichtensender in Europa.
Abonnieren Sie! http://www.youtube.com/subscription_center?add_user=euronewsde

euronews gibt es in 13 Sprachen: https://www.youtube.com/user/euronewsnetwork/channels

Auf Deutsch:
Internet : http://de.euronews.com
Facebook: https://www.facebook.com/euronews
Twitter: http://twitter.com/euronewsde
Google+: https://plus.google.com/u/0/b/101036888397116664208/113171012041187764998/posts?pageId=101036888397116664208",kmpQ4aRV5WM,Streit um Migrationspakt in Belgien: Flämische Nationalisten wollen Regierung verlassen,1571
130,22,UCXyUxcI15lzwCcxlt2kSGug,Karl-Heinz Böhm,57,9,416.0,357,2018-12-09,2018-12,Sun 17,2018-12 49,[],Theaterplatz mit ca. 300 Teilnehmern - Migrationspakt stoppen. Es waren auch etwa 30 Merkel-Fans (Antifa) anwesend auf dem Platz. Gauland spricht es an Zwangseinquartierungen.,JgdmyUrpcMY,AfD Dresden Dr. Alexander Gauland - 09.12.2018 Migrationspakt stoppen,6001
131,24,UCXn7qshZwvlWkoX18d_4QuA,Chris Overlord der Meinungsfreiheit,1,1,199.0,3,2018-12-09,2018-12,Sun 17,2018-12 49,[],"Original Link 
https://youtu.be/5BUdRrhlc0k
""Landesverrat"" - CDU-Parteitag leicht disharmonisch, Eugen Abler zum Migrationspakt

WIM - Wirtschaft, Information und Meinung MIRROR",3E0U4wsHLlA,"""Landesverrat"" - CDU-Parteitag leicht disharmonisch, Eugen Abler zum Migrationspakt (WIM MIRROR)",33
132,22,UCUYQypt91KuQPHRgr1k8wlg,Roger Beckamp,92,10,87.0,899,2018-12-09,2018-12,Sun 16,2018-12 49,[],"Über dem Eingang zur UN-Konferenz zum Migrationspakt in Marrakesch prangt eine symbolische Darstellung von Flüchtlingen.
Aber gerade daran stimmt es ganz Entscheidendes nicht.",cLE64h3riOE,Symbolik über der Migrationspakt-Konferenz in Marrakesch,12385
133,25,UCJoqv1FUycJK9WtkFr6uffA,AfD in Sachsen und Dresden - Die Dokumentation,238,34,2830.0,895,2018-12-09,2018-12,Sun 16,2018-12 49,"['pegida', 'demo', 'montagsdemo', 'jens', 'maier', 'dresden', 'afd', 'seischlauwählblau', 'soe', 'meißen', 'afd', 'fraktion', 'dresden']","AfD-Demonstration gegen den Migrationspakt - Es ist fünf vor Zwölf! 

Mit: Dr. Alexander Gauland, Jörg Urban, Andreas Kalbitz, Martina Böswald, Dr. Maximilian Krah, Karsten Hilse, Jens Maier.

Der sächsische AfD-Landesverband rufte zur Demonstration gegen den von der Bundesregierung initiierten Migrationspakt auf, der am 10. und 11. Dezember in Marokko unterschrieben werden soll. Fast alle deutschen Nachbarstaaten, wie Österreich, Schweiz, Tschechien und Polen, lehnen diesen Pakt ab, weil er die nationale Souveränität aushebelt und dazu beiträgt, dass Mitteleuropa noch stärker als bisher mit Wirtschaftsmigranten geflutet wird.



(c) by afdberichte.de #AfDberichte #Pegida #AfD #Dresden #SeiSchlauWählBlau

Wenn ihr uns unterstützen wollt, teilt es und/oder hinterlasst einen Kommentar",PcDgsjM1MYM,"AfD-Demo gegen Migrationspakt mit  Gauland, Urban, Kalbitz, Krah, Hilse und Jens Maier",18147
134,22,UCUYQypt91KuQPHRgr1k8wlg,Roger Beckamp,150,11,49.0,1110,2018-12-09,2018-12,Sun 16,2018-12 49,[],,Ed3LLA71ln4,Hat die AfD den Migrationspakt nur nicht gelesen?,13429
135,22,UCUYQypt91KuQPHRgr1k8wlg,Roger Beckamp,157,21,38.0,1178,2018-12-09,2018-12,Sun 14,2018-12 49,[],"AfD vor Ort: auf dem Weg nach Marrakesch.
Jonas Dünzel aus Sachsen und Roger Beckamp aus NRW berichten bis zum 11. Dezember täglich rund um den UN-Kongress zum Migrationspakt.",PUHOg7IhBJ8,"AfD vor Ort in Marrakesch, wo der Migrationspakt angenommen wird",13374
